31;pseudo_0_30.sqlite;1600 4800 4800 4800  0.1 0.3 0.3 0.3  16000;10;3806;11;1168;12;322;13;143;14;56;15;32;16;9;17;7;18;1;19;3;20;0;21;0;22;0;23;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;pseudo_0_31.sqlite;1600 4800 4800 4800  0.1 0.3 0.3 0.3  16000;10;3853;11;1154;12;351;13;148;14;72;15;33;16;21;17;4;18;2;19;0;20;1;21;0;22;0;23;0;24;0;25;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;pseudo_0_32.sqlite;1600 4800 4800 4800  0.1 0.3 0.3 0.3  16000;10;3822;11;1180;12;369;13;138;14;77;15;45;16;19;17;5;18;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;pseudo_0_33.sqlite;1600 4800 4800 4800  0.1 0.3 0.3 0.3  16000;10;3861;11;1164;12;345;13;155;14;87;15;45;16;11;17;4;18;2;19;0;20;0;21;0;22;0;23;0;24;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;pseudo_0_34.sqlite;1600 4800 4800 4800  0.1 0.3 0.3 0.3  16000;10;3835;11;1143;12;351;13;169;14;71;15;38;16;15;17;3;18;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;pseudo_0_35.sqlite;1600 4800 4800 4800  0.1 0.3 0.3 0.3  16000;10;3913;11;1200;12;352;13;138;14;80;15;28;16;15;17;6;18;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;pseudo_0_36.sqlite;1600 4800 4800 4800  0.1 0.3 0.3 0.3  16000;10;3905;11;1180;12;318;13;143;14;94;15;40;16;11;17;7;18;0;19;1;20;1;21;0;22;0;23;0;24;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;pseudo_0_37.sqlite;1600 4800 4800 4800  0.1 0.3 0.3 0.3  16000;10;3999;11;1113;12;338;13;147;14;83;15;33;16;14;17;7;18;3;19;0;20;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;pseudo_0_38.sqlite;1600 4800 4800 4800  0.1 0.3 0.3 0.3  16000;10;3707;11;1154;12;299;13;133;14;83;15;43;16;18;17;9;18;3;19;0;20;1;21;1;22;0;23;0;24;0;25;0;26;0;27;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;pseudo_0_39.sqlite;1600 4800 4800 4800  0.1 0.3 0.3 0.3  16000;10;3796;11;1176;12;320;13;138;14;58;15;34;16;20;17;2;18;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
